startupName,startupActivitySector,startupCreatedAt,startupLogo,startupWebsite,startupLabelDate,startupDescription,startupFounders,startupEmail,startupPhone
Armani Arabic Academy,EdTech,2017,https://admin.startup.gov.tn/storage/application_sessions/images/logos/armani.png,https://www.armaniarabicacademy.com/,05/2019,Armani Arabic Academy offers new techniques of learning Arabic language for children using the techniques of play and interactive exercises.,Salwa Armani,n.a.,n.a.
MEDILSYS,HealthTech,2015,https://admin.startup.gov.tn/storage/application_sessions/images/logos/medilsys.png,http://medilsys.com/,04/2019,Medilsys provides hospitals with the most innovative solutions in clinical information systems specialized in intensive care.,"Anis Ghorbel, Najmeddine Nouri, Sofiene Ghorbel",n.a.,n.a.
SMOFT,Business Software and services,2023,https://admin.startup.gov.tn/storage/application_sessions/images/logos/smoft-88x88.png,www.smoft.tn,06/2023,"SMOFT is a customizable Cloud ERP solution, offered in SAAS mode, that includes numerous modules designed for businesses of all sizes and industries.",Aymen Gahbiche,contact@smoft.tn,73240854
MedCREtech,Fintech,2018,https://admin.startup.gov.tn/storage/application_sessions/images/logos/medCretech.png,https://www.medcretech.com/,05/2019,MedCretech proposes a Blockchain application to trace and fluidify the life cycle of real estate.,Nacef Bouzguenda,n.a.,n.a.
JURIDOC,Business Software and services,2021,https://admin.startup.gov.tn/storage/application_sessions/images/logos/12-JURIDOC.png,http://www.juridoc.tn,11/2021,LegalTech platform primarily aimed at legal professionals to offer them a 100% digital and intelligent experience to access complex legal documentation.,"kais Assali, Mohamed Ali Belajouza, Maya Boureghda, Anis Wahabi",n.a.,n.a.
Smarketyrs,Business Software and services,2020,https://admin.startup.gov.tn/storage/application_sessions/images/logos/12-Smarketyrs.png,https://www.smarketyrs.com/,06/2021,"Smarketyrs is a SaaS tool for Inbound Marketing based on AI, it amplifies conversion and visitor engagement with real-time monitoring using native artificial intelligence.","Mohamed Bahri, Hayet Rais, Jeremy Rochot",n.a.,n.a.
LUNAR EPS,Business Software and services,2020,https://admin.startup.gov.tn/storage/application_sessions/images/logos/LUNAR-EPS.png,null,03/2021,"LUNAR EPS is a solution for collaborative work, internal planning and workflow automation.","AHMAD HENTATI, Mahdi Ghribi",n.a.,n.a.
RSE Time,Business Software and services,2023,https://admin.startup.gov.tn/storage/application_sessions/images/logos/logo RSETime .png,https://www.rsetime.com,01/2024,"RSE Time is the platform that centralizes all CSR activities of companies by connecting them with organizations working on the same axes, while actively involving their employees. With RSE Time, companies can measure their impact.","Rym Bendhief Akremi, Mohamed Hbib Ben Akremi, Mohamed Aziz Ben Akremi",contact@rsetime.com,95384858
cell pulse,HealthTech,2023,https://startup.gov.tn/sites/default/files/2021-10/startuptunisia.png,http://cell-pulse.com/,10/2023,"Cell-Pulse operates in the field of Health Tech to find an innovative solution to treat pain. To do this, cell pulse has developed a medical device based on the interaction of the pulsed electromagnetic field (PEMF) with the cells forming biological tissue.
Treatment with (PEMF) helps relieve acute and chronic pain and everyday problems, it is without side effects, effective, and easy to use.","Jridi Jihed, Salem Hamidi, Halima Mahjoubi, Elhem Cheour, Neder Hamidi",djeridijihed290@gmai.com,+21655228226
TuniBoat,TravelTech,2019,https://admin.startup.gov.tn/storage/application_sessions/images/logos/tuniboat.png,http://tuniboat.com,11/2019,TuniBoat is a website for boat rental between individuals based on the collaborative economy model. This community platform connects boat owners and people who want to rent a boat temporarily.,Ahmed Ayadi,n.a.,n.a.
RAIS / SMART QUALITY GATE,Business Software and services,2019,https://admin.startup.gov.tn/storage/application_sessions/images/logos/Smart Detection.png,https://www.smartqualitygate.com,02/2022,"Smart Quality Gate offers solutions that can facilitate the implementation of agile, digital or practical processing projects.",Asma Reghimi,n.a.,n.a.
Décotis,Real Estate Tech,2021,https://admin.startup.gov.tn/storage/application_sessions/images/logos/18-Decotis.png,http://www.decotis.tn,11/2021,"A solution to connect end-customers, interior designers and furniture and decoration stores through a marketplace. The solution also offers interior designers a project management tool (calendar, execution tasks, etc.)","Meher Hedhli, Mohamed Barki",n.a.,n.a.
Alifa,HealthTech,2023,https://startup.gov.tn/sites/default/files/2021-10/startuptunisia.png,https://www.alifa.tn,06/2023,"Alifa allows pet owners to connect and collaborate online. It thus facilitates the exchange of information, advice, services and even experiences between them. This creates an online community dedicated to the health and well-being of pets in Tunisia.","Olfa Abid, Karim Gharbi",contact@alifa.tn,55800300
TechAccessibility,Business Software and services,2015,https://admin.startup.gov.tn/storage/application_sessions/images/logos/TechAccessibility.png,http://www.techaccessibility.com,05/2019,TechAccessibility specializes in creating innovative IT solutions for everyone.,Nour Ben Yahia,n.a.,n.a.
HISTORIAR,Ad Tech and Creative Tech,2019,https://admin.startup.gov.tn/storage/application_sessions/images/logos/historiar.png,http://histori-ar.com,11/2019,"HistorIAR relies on artificial intelligence and augmented reality to offer a mobile application for ""immersive augmented tours"" to visitors of archaeological and heritage sites.","Houda Bakir, Jihed Makni",n.a.,n.a.
Shotime,Ad Tech and Creative Tech,2021,https://startup.gov.tn/sites/default/files/2021-10/startuptunisia.png,http://www.shoti.me,01/2022,Shotime est une plateforme de photographie qui permet la mise en relation entre les créatifs (Photographes et vidéastes) et les entreprises pour des prestations créatives en automatisant la chaîne de production et d'administration.,"Souhail Berhouma, Eya Kochta, Saifeddine Berhouma",n.a.,n.a.
FreeOui,Commerce and shopping,2019,https://admin.startup.gov.tn/storage/application_sessions/images/logos/FreeOui.png,http://www.freeoui.com,05/2021,FreeYes is a platform that connects users looking for good opportunities with partners looking to increase their visibility and sales,"Moez Beddi, Ilyes Masmoudi, Amine Ennouri",n.a.,n.a.
Universa Blockchain,Fintech,2019,https://admin.startup.gov.tn/storage/application_sessions/images/logos/universa-hub-africa.png,http://www.universacommunity.com,08/2019,"Universa is a new generation of blockchain as a cooperative registry of state changes, performed by licensed and trusted nodes, and is capable of handling thousands or tens of thousands of transactions per second (± 20,000TPS).","Omar Bouattay, Alexandre Borodich",n.a.,n.a.
BeNeutron,EdTech,2019,https://admin.startup.gov.tn/storage/application_sessions/images/logos/bneutron.png,https://beneutron.com,09/2019,BeNeutron is a platform for selling online educational courses in the IT field.,"Zaroui Montasar, Mannai Karim",n.a.,n.a.
Abajim.com,EdTech,2023,https://startup.gov.tn/sites/default/files/2021-10/startuptunisia.png,https://abajim.com,11/2023,"Abajim is an innovative e-learning platform that revolutionizes the educational experience by transforming traditional, static textbooks into interactive, dynamic learning resources. Designed to serve the Tunisian educational sector, Abajim bridges the gap between students and a vast network of educators. It provides personalized learning journeys, allowing students to engage with multimedia content that complements their official school textbooks. Teachers can create and share their instructional videos, expanding their reach and impacting students’ academic progress across the nation. Abajim is not just a platform; it’s a community, fostering a more connected and collaborative educational environment.","ZAIER MOHAMED ALI, Yassine RHOUMA, mohamed ben romdhane",mohamedali.zaier@outlook.com,25893331
TransIN / SmartIN,Business Software and services,2018,https://admin.startup.gov.tn/storage/application_sessions/images/logos/transin_smartin.png,http://www.smartin.com.tn,08/2019,SmartIN is an AssurTech that offers innovative solutions for the enrichment and improvement of services in the insurance sector.,Wahid Mnasri,n.a.,n.a.
Vsober,HealthTech,2018,https://admin.startup.gov.tn/storage/application_sessions/images/logos/vsober.png,http://vsober.fr/,09/2019,Vsober is a virtual reality distraction application that reduces children's pain during medical procedures.,"Syrine Boudriga, Mohamed Ala eddine Ben Trad",n.a.,n.a.
ASEPTIKA LAB,HealthTech,2016,https://admin.startup.gov.tn/storage/application_sessions/images/logos/aseptika.png,http://www.aseptika-lab.com,08/2019,This is a certified dermo-cosmetic laboratory that wants to digitalize natural cosmetics through online skin diagnosis.,"Selima Zaouali, Aziz Zaouali",n.a.,n.a.
Couscous Connection,Commerce and shopping,2019,https://admin.startup.gov.tn/storage/application_sessions/images/logos/couscous-connexion.png,http://www.couscous-connection.com,11/2019,Couscous-Connection is a platform that brings together all the products of Tunisian designers on a single address,"Edriss Kharroubi Essaied, Rachid Kharroubi Essaied",n.a.,n.a.
Winshot,Business Software and services,2019,https://admin.startup.gov.tn/storage/application_sessions/images/logos/Gofield_Logo_HD.png,http://www.winshot.net,10/2019,"Gofield offers via its solution ""Winshot"" a web and mobile application that automates and outsources the merchandising field and provides real-time marketing mix analytics for an optimized execution of the items referenced in points of sale.","Walid Mzoughi, Hela Gabsi, Alaa Mokrani",n.a.,n.a.
Journey رحلة كتاب,EdTech,2021,https://admin.startup.gov.tn/storage/application_sessions/images/logos/Book-Journey.png,https://www.thejourney.space/,03/2021,"Book Journey is a platform for Arabic-speaking book readers and knowledge seekers to create, publish and buy audio books, e-books and physical books, as well as browse, interact, create and share articles, book reviews, events ... any content related to books and knowledge.","Houssem Baaka, Aya Achour, Bilal Nsib",n.a.,n.a.
Deepvolt,Mobility,2021,https://admin.startup.gov.tn/storage/application_sessions/images/logos/deepvilt.png,https://deepvolt.io/,04/2022,"DeepVolt enables smart, fast and cost-effective planning of electric vehicle charging stations (EVCS) using artificial intelligence solutions.","Karem Chatti, Tarek Keskes, Oussama Chelly",n.a.,n.a.
Tagamuta Valley,HealthTech,2021,https://admin.startup.gov.tn/storage/application_sessions/images/logos/8-Tagamuta-Valley.png,https://tagamuta-valley.com/,11/2021,"Online medical diagnosis solution, personalized healthcare services and fast medical assistance through the power of artificial intelligence and mobile technology.","Syrine Elaydi, Ahmed Gammoudi",n.a.,n.a.
Luceor Labs,Communication services,2021,https://startup.gov.tn/sites/default/files/2021-10/startuptunisia.png,http://www.luceor-labs.com,12/2021,Réseaux sans fil résilients et sécurisés pour les applications outdoor mobiles grâce aux nouvelles solutions Xtramesh.,Mohamed Tlich,n.a.,n.a.
Limonade Technologies,Fintech,2020,https://admin.startup.gov.tn/storage/application_sessions/images/logos/6-Limonade-Technologies.png,http://limonade.tn,11/2021,"Lemonade is a platform that allows employers, employees and merchants to order, distribute, use and redeem prepaid vouchers entirely digitally.",Aymen Sakka,n.a.,n.a.
Réseau social medical : Saheelha,Business Software and services,2019,https://startup.gov.tn/sites/default/files/2021-10/startuptunisia.png,http://www.saheelha.com,09/2019,Saheelha is a medical social network that provides certain services for doctors and patients.,Abidi Marwen,n.a.,n.a.
SCIENCIA,EdTech,2014,https://admin.startup.gov.tn/storage/application_sessions/images/logos/sciencia.png,http://www.sciencia.tn/,09/2019,"Sciencia is specialized in the popularization of science and technology, the creation of content, the creation of educational kits (Science & Technology), the animation of workshops, the training and the equipment of external trainers","Latifa El Ghezal, Mohamed Jaidane",n.a.,n.a.
AMBITION  STUDY,Consumer products and services,2023,https://startup.gov.tn/sites/default/files/2021-10/startuptunisia.png,www.successtudy.net,10/2023,"Is an innovative guidance and support platform for Tunisian and African students who wish to continue their studies outside their countries of origin (France, Tunisia, Spain, Canada, etc.)","ANISSA NAJJAR, Kais Dridi",n.a.,n.a.
